公廁編號,公廁名稱,地址或地點描述,主管機關,備註說明,管理單位名稱,管理單位聯絡電話,建檔日期,啟用日期,緯度,經度,原始公廁級別,最新公廁級別,建檔狀態,建檔類別,公廁類別,縣市代碼,鄉鎮代碼,村里代碼,縣市名稱,鄉鎮名稱,村里名稱,上傳圖片,異動日期
1001007005-T-00137,古民國民小學西側1F男廁,嘉義縣新港鄉古民村161號,教育部,,古民國民小學,05-3744143,2011/4/28 下午 03:34:00,2014/4/7 下午 03:56:00,23.56240381,120.3493774,優等級,優等級,啟用,公廁,各級機關學校,10010,1001007,1001007005,嘉義縣,新港鄉,古民村,否,2014/4/7 下午 03:56:00
1001007005-T-00138,古民國民小學西側1F女廁,嘉義縣新港鄉古民村161號,教育部,,古民國民小學,05-3744143,2010/11/24 下午 01:48:00,2014/4/7 下午 03:56:00,23.56232514,120.3488088,優等級,特優級,啟用,公廁,各級機關學校,10010,1001007,1001007005,嘉義縣,新港鄉,古民村,否,2014/4/7 下午 03:57:00
1001007006-X-00001,永祿宮公廁,嘉義縣新港鄉中庄村97號,,永祿宮,永祿宮管理委員會,05-3746603,2015/10/6 下午 04:57:00,2015/10/6 下午 04:57:00,23.56847637,120.3430125,特優級,特優級,啟用,公廁,寺廟教堂等宗教活動場所,10010,1001007,1001007006,嘉義縣,新港鄉,中庄村,否,2015/10/6 下午 04:56:00
1001007007-X-00001,大潭村精忠廟,新港鄉大潭村86號,,精忠廟,精忠廟,05-3741733,2011/11/3 上午 10:29:00,2011/11/3 上午 10:29:00,23.55045457,120.374279,優等級,特優級,啟用,公廁,寺廟教堂等宗教活動場所,10010,1001007,1001007007,嘉義縣,新港鄉,大潭村,否,2013/1/11 下午 12:00:00
1001007009-X-00001,玄聖宮公廁,嘉義縣新港鄉埤子村40-2號,,玄聖宮,玄聖宮管理委員會,05-3760157,2015/10/6 下午 05:06:00,2015/10/6 下午 05:06:00,23.58685458,120.3643441,新建檔,特優級,啟用,公廁,寺廟教堂等宗教活動場所,10010,1001007,1001007009,嘉義縣,新港鄉,埤子村,否,2015/10/6 下午 05:05:00
1001007009-X-00002,玄聖宮公廁,嘉義縣新港鄉埤子村40-2號,,玄聖宮,玄聖宮管理委員會,05-3760157,2015/10/6 下午 05:07:00,2015/10/6 下午 05:07:00,23.58685458,120.3643441,新建檔,特優級,啟用,公廁,寺廟教堂等宗教活動場所,10010,1001007,1001007009,嘉義縣,新港鄉,埤子村,否,2015/10/6 下午 05:05:00
1001007009-X-00003,玄聖宮公廁,嘉義縣新港鄉埤子村40-2號,,玄聖宮,玄聖宮管理委員會,05-3760157,2015/10/6 下午 05:07:00,2015/10/6 下午 05:07:00,23.58685458,120.3643441,新建檔,特優級,啟用,公廁,寺廟教堂等宗教活動場所,10010,1001007,1001007009,嘉義縣,新港鄉,埤子村,否,2015/10/6 下午 05:05:00
1001007009-X-00004,玄聖宮公廁,嘉義縣新港鄉埤子村40-2號,,玄聖宮,玄聖宮管理委員會,05-3760157,2015/10/6 下午 05:08:00,2015/10/6 下午 05:08:00,23.58685458,120.3643441,新建檔,特優級,啟用,公廁,寺廟教堂等宗教活動場所,10010,1001007,1001007009,嘉義縣,新港鄉,埤子村,否,2015/10/6 下午 05:06:00
1001007011-T-00144,復興國民小學1F西側,嘉義縣新港鄉北崙村崙子75之4號,教育部,,教育處,05-3760424,2009/4/22 上午 09:17:00,2009/4/22 上午 09:17:00,23.590094,120.35737,優等級,優等級,啟用,公廁,各級機關學校,10010,1001007,1001007011,嘉義縣,新港鄉,北崙村,是,2013/1/11 下午 12:00:00
1001007011-T-00145,復興國民小學2F西側,嘉義縣新港鄉北崙村崙子75-4號,教育部,,教育處,05-3760424,2010/11/24 下午 02:15:00,2010/11/24 下午 02:15:00,23.59002552,120.3573275,優等級,優等級,啟用,公廁,各級機關學校,10010,1001007,1001007011,嘉義縣,新港鄉,北崙村,否,2013/1/11 下午 12:00:00
1001007011-T-00146,復興國民小學東側戶外,嘉義縣新港鄉北崙村崙子75-4號,教育部,,教育處,05-3760424,2010/11/24 下午 02:23:00,2010/11/24 下午 02:23:00,23.59008451,120.3571451,優等級,優等級,啟用,公廁,各級機關學校,10010,1001007,1001007011,嘉義縣,新港鄉,北崙村,否,2013/1/11 下午 12:00:00
1001007011-W-00001,北崙活動中心公廁,新港鄉南崙村2鄰92號,其他,北崙村辦公處,北崙村辦公處,05-3760635,2016/7/11 下午 03:53:00,2016/7/11 下午 03:53:00,23.58951621,120.3571429,新建檔,特優級,啟用,公廁,民眾團體活動場所,10010,1001007,1001007011,嘉義縣,新港鄉,北崙村,否,2016/7/11 下午 03:53:00
1001007013-T-00488,月眉國民小學永慶樓1F男廁,嘉義縣新港鄉月眉村月眉潭123號,教育部,,月眉國民小學,05-3772059,2009/4/22 上午 10:59:00,2015/5/5 下午 03:29:00,23.51971593,120.3513086,優等級,優等級,啟用,公廁,各級機關學校,10010,1001007,1001007013,嘉義縣,新港鄉,月眉村,否,2015/5/5 下午 03:29:00
1001007013-T-00489,月眉國民小學永慶樓1F女廁,嘉義縣新港鄉月眉村月眉潭123號,教育部,,教育處,05-3772059,2009/4/22 上午 11:00:00,2015/5/5 下午 04:09:00,23.51967658,120.3512657,優等級,優等級,啟用,公廁,各級機關學校,10010,1001007,1001007013,嘉義縣,新港鄉,月眉村,否,2015/5/5 下午 04:09:00
1001007013-T-00490,月眉國民小學永慶樓1F殘障廁所,嘉義縣新港鄉月眉村月眉潭123號,教育部,,教育處,05-3772059,2009/4/22 上午 11:02:00,2009/4/22 上午 11:02:00,23.51970609,120.3513515,優等級,特優級,啟用,公廁,各級機關學校,10010,1001007,1001007013,嘉義縣,新港鄉,月眉村,否,2013/1/11 下午 12:00:00
1001007013-T-00491,月眉國民小學永慶樓2F男廁,嘉義縣新港鄉月眉村月眉潭123號,教育部,,教育處,05-3772059,2009/4/22 上午 11:02:00,2009/4/22 上午 11:02:00,23.51970609,120.3513622,優等級,特優級,啟用,公廁,各級機關學校,10010,1001007,1001007013,嘉義縣,新港鄉,月眉村,否,2013/1/11 下午 12:00:00
1001007013-T-00492,月眉國民小學永慶樓2F女廁,嘉義縣新港鄉月眉村月眉潭123號,教育部,,教育處,05-3772059,2009/4/22 上午 11:03:00,2009/4/22 上午 11:03:00,23.51950934,120.3513837,優等級,優等級,啟用,公廁,各級機關學校,10010,1001007,1001007013,嘉義縣,新港鄉,月眉村,否,2013/1/11 下午 12:00:00
1001007013-T-00493,月眉國民小學永慶樓2F殘障廁所,嘉義縣新港鄉月眉村月眉潭123號,教育部,,教育處,05-3772059,2009/4/22 上午 11:04:00,2009/4/22 上午 11:04:00,23.51964706,120.3513408,優等級,優等級,啟用,公廁,各級機關學校,10010,1001007,1001007013,嘉義縣,新港鄉,月眉村,否,2013/1/11 下午 12:00:00
1001007013-T-00494,月眉國民小學永慶樓3F男廁,嘉義縣新港鄉月眉村月眉潭123號,教育部,,教育處,05-3772059,2009/4/22 上午 11:05:00,2009/4/22 上午 11:05:00,23.51958804,120.3514266,優等級,優等級,啟用,公廁,各級機關學校,10010,1001007,1001007013,嘉義縣,新港鄉,月眉村,否,2013/1/11 下午 12:00:00
1001007013-T-00495,月眉國民小學永慶樓3F女廁,嘉義縣新港鄉月眉村月眉潭123號,教育部,,教育處,05-3772059,2009/4/22 上午 11:06:00,2009/4/22 上午 11:06:00,23.51962739,120.3514159,優等級,優等級,啟用,公廁,各級機關學校,10010,1001007,1001007013,嘉義縣,新港鄉,月眉村,否,2013/1/11 下午 12:00:00
1001007013-T-00496,月眉國民小學永慶樓3F殘障廁所,嘉義縣新港鄉月眉村月眉潭123號,教育部,,教育處,05-3772059,2009/4/22 上午 11:09:00,2009/4/22 上午 11:09:00,23.51969625,120.3514266,優等級,優等級,啟用,公廁,各級機關學校,10010,1001007,1001007013,嘉義縣,新港鄉,月眉村,否,2013/1/11 下午 12:00:00
1001007013-T-00497,月眉國小教學大樓1F,嘉義縣新港鄉月眉村月眉潭123號,教育部,,教育處,05-3772059,2009/4/22 上午 11:11:00,2009/4/22 上午 11:11:00,23.51971593,120.3513622,優等級,優等級,啟用,公廁,各級機關學校,10010,1001007,1001007013,嘉義縣,新港鄉,月眉村,否,2013/1/11 下午 12:00:00
1001007013-T-00500,月眉國小教學大樓2F,嘉義縣新港鄉月眉村月眉潭123號,教育部,,教育處,05-3772059,2009/4/24 上午 11:22:00,2009/4/24 上午 11:22:00,23.5195782,120.3515768,優等級,優等級,啟用,公廁,各級機關學校,10010,1001007,1001007013,嘉義縣,新港鄉,月眉村,否,2013/1/11 下午 12:00:00
1001007013-T-00503,月眉國小教學大樓3F,嘉義縣新港鄉月眉村月眉潭123號,教育部,,教育處,05-3772059,2009/4/24 上午 11:35:00,2009/4/24 上午 11:35:00,23.51963723,120.3519309,優等級,優等級,啟用,公廁,各級機關學校,10010,1001007,1001007013,嘉義縣,新港鄉,月眉村,否,2013/1/11 下午 12:00:00
1001007013-T-00509,月眉國小活動中心男廁,嘉義縣新港鄉月眉村月眉潭123號,教育部,,教育處,05-3772059,2009/4/24 上午 11:41:00,2009/4/24 上午 11:41:00,23.51941096,120.3522956,優等級,優等級,啟用,公廁,各級機關學校,10010,1001007,1001007013,嘉義縣,新港鄉,月眉村,否,2013/1/11 下午 12:00:00
1001007013-T-00510,月眉國小活動中心女廁,嘉義縣新港鄉月眉村月眉潭123號,教育部,,教育處,05-3772059,2009/4/24 上午 11:42:00,2009/4/24 上午 11:42:00,23.51933226,120.3522581,優等級,優等級,啟用,公廁,各級機關學校,10010,1001007,1001007013,嘉義縣,新港鄉,月眉村,否,2013/1/11 下午 12:00:00
1001007013-T-00512,月眉國民小學懷慶樓1F廁所,嘉義縣新港鄉月眉村月眉潭123號,教育部,,月眉國民小學,05-3772059,2015/5/5 下午 04:06:00,2015/5/5 下午 04:12:00,23.52016517,120.3517556,優等級,優等級,啟用,公廁,各級機關學校,10010,1001007,1001007013,嘉義縣,新港鄉,月眉村,否,2015/5/5 下午 04:12:00
1001007013-T-00513,月眉國民小學懷慶樓2F廁所,嘉義縣新港鄉月眉村月眉潭123號,教育部,,月眉國民小學,05-3772059,2015/5/5 下午 04:12:00,2015/5/5 下午 04:12:00,23.52021194,120.3516587,優等級,優等級,啟用,公廁,各級機關學校,10010,1001007,1001007013,嘉義縣,新港鄉,月眉村,否,2015/5/5 下午 04:12:00
1001007015-X-00001,六興宮男廁,新港鄉溪北村65號,,六興宮,新港鄉公所,05-3771680,2011/11/3 上午 09:57:00,2011/11/3 上午 09:57:00,23.51063559,120.3368998,特優級,特優級,啟用,公廁,寺廟教堂等宗教活動場所,10010,1001007,1001007015,嘉義縣,新港鄉,溪北村,否,2013/1/11 下午 12:00:00
1001007015-X-00002,六興宮女廁,新港鄉溪北村65號,,六興宮,新港新公所,05-3771680,2011/11/3 上午 09:53:00,2011/11/3 上午 09:53:00,23.51051753,120.3371143,特優級,特優級,啟用,公廁,寺廟教堂等宗教活動場所,10010,1001007,1001007015,嘉義縣,新港鄉,溪北村,否,2013/1/11 下午 12:00:00
1001007015-X-00003,六興宮停車場男廁,新港鄉溪北村65號,,六興宮,新港鄉公所,05-3771680,2016/7/19 下午 05:14:00,2016/7/19 下午 05:14:00,23.51063559,120.3368998,特優級,特優級,啟用,公廁,寺廟教堂等宗教活動場所,10010,1001007,1001007015,嘉義縣,新港鄉,溪北村,否,2016/7/19 下午 05:14:00
1001007015-X-00004,六興宮停車場女廁,新港鄉溪北村65號,,六興宮,新港鄉公所,05-3771680,2016/7/19 下午 05:16:00,2016/7/19 下午 05:16:00,23.51063559,120.3368998,特優級,特優級,啟用,公廁,寺廟教堂等宗教活動場所,10010,1001007,1001007015,嘉義縣,新港鄉,溪北村,否,2016/7/19 下午 05:16:00
1001007016-W-00001,三間村活動中心,嘉義縣新港鄉三間村三間厝59-1號,其他,新港鄉公所,新港鄉公所,05-3770947,2009/5/20 上午 09:39:00,2009/5/20 上午 09:39:00,23.521653,120.388355,優等級,特優級,啟用,公廁,民眾團體活動場所,10010,1001007,1001007016,嘉義縣,新港鄉,三間村,否,2013/1/11 下午 12:00:00
1001007017-C-00001,福懋中洋加油站,嘉義縣新港鄉中洋村78-15號,經濟部,福懋興業股份有限公司,福懋中洋加油站,05-3774008,2015/10/12 上午 09:50:00,2015/10/12 上午 09:50:00,23.52610524,120.3694886,特優級,特優級,啟用,公廁,加油站,10010,1001007,1001007017,嘉義縣,新港鄉,中洋村,否,2015/10/12 上午 09:50:00
1001007018-B-00001,香藝文化園區男廁,嘉義縣新港鄉菜公村嘉北路23-6號,其他,香藝文化園區,新港鄉公所,05-3747899,2011/11/3 上午 10:18:00,2011/11/3 上午 10:18:00,23.54951038,120.3497744,特優級,特優級,啟用,公廁,觀光地區及風景區,10010,1001007,1001007018,嘉義縣,新港鄉,菜公村,否,2013/1/11 下午 12:00:00
1001007018-B-00002,香藝文化園區女廁,嘉義縣新港鄉菜公村嘉北路23-6號,其他,香藝文化園區,新港鄉公所,05-3747899,2011/11/3 上午 10:15:00,2011/11/3 上午 10:15:00,23.54990379,120.3497314,特優級,優等級,啟用,公廁,觀光地區及風景區,10010,1001007,1001007018,嘉義縣,新港鄉,菜公村,否,2013/1/11 下午 12:00:00
1001007018-B-00003,香藝文化園區室內廁所,嘉義縣新港鄉菜公村嘉北路23-6號,其他,香藝文化園區,新港鄉公所,05-3747899,2012/7/17 上午 09:34:00,2012/7/17 下午 02:13:00,23.54971692,120.3498065,特優級,優等級,啟用,公廁,觀光地區及風景區,10010,1001007,1001007018,嘉義縣,新港鄉,菜公村,否,2013/1/11 下午 12:00:00
1001007018-C-00006,中油新港站男廁,嘉義縣新港鄉菜公村蔡公厝64-1號,經濟部,台灣中油股份有限公司,台灣中油股份有限公司,05-2262015,2009/5/8 下午 03:49:00,2009/5/8 下午 03:49:00,23.550523,120.34705,優等級,特優級,啟用,公廁,加油站,10010,1001007,1001007018,嘉義縣,新港鄉,菜公村,否,2010/11/25 下午 04:31:00
1001007018-C-00007,中油新港站女廁,嘉義縣新港鄉菜公村菜公厝64-1號,經濟部,台灣中油股份有限公司,台灣中油股份有限公司,05-2262015,2010/11/24 上午 10:29:00,2010/11/24 上午 10:29:00,23.55055292,120.3467488,優等級,特優級,啟用,公廁,加油站,10010,1001007,1001007018,嘉義縣,新港鄉,菜公村,否,2010/11/25 下午 04:35:00
1001007019-T-00134,安和國民小學教學大樓1F,嘉義縣新港鄉安和村番婆46號,教育部,,教育處,05-3772940,2009/4/22 上午 10:44:00,2009/4/22 上午 10:44:00,23.514699,120.31288,優等級,優等級,啟用,公廁,各級機關學校,10010,1001007,1001007019,嘉義縣,新港鄉,安和村,否,2013/1/11 下午 12:00:00
1001007019-T-00137,安和國民小學教學大樓2F,嘉義縣新港鄉安和村番婆46號,教育部,,教育處,05-3772940,2009/4/22 上午 10:45:00,2009/4/22 上午 10:45:00,23.514699,120.31288,優等級,優等級,啟用,公廁,各級機關學校,10010,1001007,1001007019,嘉義縣,新港鄉,安和村,否,2013/1/11 下午 12:00:00
1001007019-T-00139,安和國民小學宏遠樓1F,嘉義縣新港鄉安和村番婆46號,教育部,,教育處,05-3772940,2009/4/10 上午 09:15:00,2009/4/10 上午 09:15:00,23.514699,120.31288,優等級,優等級,啟用,公廁,各級機關學校,10010,1001007,1001007019,嘉義縣,新港鄉,安和村,是,2013/1/11 下午 12:00:00
1001007019-T-00142,安和國民小學宏遠樓2F,嘉義縣新港鄉安和村番婆46號,教育部,,教育處,05-3772940,2009/4/10 上午 09:12:00,2009/4/10 上午 09:12:00,23.514699,120.31288,優等級,優等級,啟用,公廁,各級機關學校,10010,1001007,1001007019,嘉義縣,新港鄉,安和村,是,2013/1/11 下午 12:00:00
1001007020-C-00005,福懋新港站男廁,嘉義縣新港鄉潭大村嘉北路101號,經濟部,福懋興業股份有限公司,台塑石化股份有限公司,05-3748666,2010/12/13 下午 12:57:00,2010/12/13 下午 12:57:00,23.55062177,120.3461909,特優級,特優級,啟用,公廁,加油站,10010,1001007,1001007020,嘉義縣,新港鄉,潭大村,否,2011/1/14 下午 01:35:00
1001007020-C-00006,福懋新港站女廁,嘉義縣新港鄉潭大村嘉北路101號,經濟部,福懋興業股份有限公司,台塑石化股份有限公司,05-3478666,2011/1/10 上午 09:36:00,2011/1/10 上午 09:36:00,23.55062177,120.346148,特優級,特優級,啟用,公廁,加油站,10010,1001007,1001007020,嘉義縣,新港鄉,潭大村,否,2011/1/14 下午 01:40:00
1001007021-X-00001,水仙宮男廁,新港鄉南港村三鄰南港五十八號,,水仙宮,新港鄉公所,05-7811571,2011/11/3 上午 10:03:00,2011/11/3 上午 10:03:00,23.5423501,120.3248405,特優級,特優級,啟用,公廁,寺廟教堂等宗教活動場所,10010,1001007,1001007021,嘉義縣,新港鄉,南港村,否,2013/1/11 下午 12:00:00
1001007021-X-00002,水仙宮女廁,新港鄉南港村三鄰南港五十八號,,水仙宮,水仙宮管理委員會,05-7811571,2011/11/3 上午 10:00:00,2011/11/3 上午 10:00:00,23.54514344,120.320549,特優級,特優級,啟用,公廁,寺廟教堂等宗教活動場所,10010,1001007,1001007021,嘉義縣,新港鄉,南港村,否,2013/1/11 下午 12:00:00
1001007022-B-00001,板陶窯男廁,新港鄉板頭村42-3號,其他,板陶窯交趾剪黏工藝園區,板陶窯交趾剪黏工藝園區,05-7810832,2011/11/3 上午 10:13:00,2014/7/17 上午 10:50:00,23.56516723,120.3207207,特優級,特優級,啟用,公廁,觀光地區及風景區,10010,1001007,1001007022,嘉義縣,新港鄉,板頭村,否,2014/7/17 上午 10:50:00
1001007022-B-00002,板陶窯女廁,新港鄉板頭村42-3號,其他,板陶窯交趾剪黏工藝園區,板陶窯交趾剪黏工藝園區,05-7810832,2011/11/3 上午 10:10:00,2014/7/17 上午 10:51:00,23.5652459,120.3207207,特優級,特優級,啟用,公廁,觀光地區及風景區,10010,1001007,1001007022,嘉義縣,新港鄉,板頭村,否,2014/7/17 上午 10:51:00
1001007022-B-00005,復興鐵橋公廁,嘉義縣新港鄉板頭村,其他,嘉義縣新港鄉板頭村發展協會,嘉義縣新港鄉板頭村發展協會,05-7813937,2010/12/13 上午 10:25:00,2014/7/17 上午 10:49:00,23.57062505,120.3140795,特優級,特優級,啟用,公廁,觀光地區及風景區,10010,1001007,1001007022,嘉義縣,新港鄉,板頭村,否,2014/7/17 上午 10:49:00
1001007022-X-00001,寶天宮,嘉義縣新港鄉板頭村13鄰99之1號,,寶天宮,寶天宮管理委員會,05-7813002,2016/5/12 上午 09:43:00,2016/5/12 上午 09:43:00,23.56895821,120.3188539,新建檔,特優級,啟用,公廁,寺廟教堂等宗教活動場所,10010,1001007,1001007022,嘉義縣,新港鄉,板頭村,否,2016/5/12 上午 09:43:00
1001007023-B-00003,頂菜園鄉土館(一),新港鄉共和村頂菜園12號,其他,頂菜園鄉土館,新港鄉公所,05-7810313,2011/11/3 上午 10:20:00,2011/11/3 上午 10:20:00,23.55828317,120.3260422,特優級,特優級,啟用,公廁,觀光地區及風景區,10010,1001007,1001007023,嘉義縣,新港鄉,共和村,否,2013/1/11 下午 12:00:00
1001007023-B-00004,頂菜園鄉土館(二),新港鄉共和村頂菜園12號,其他,頂菜園鄉土館,新港鄉公所,05-7810313,2011/11/3 上午 10:25:00,2011/11/3 上午 10:25:00,23.5585192,120.3177595,特優級,特優級,啟用,公廁,觀光地區及風景區,10010,1001007,1001007023,嘉義縣,新港鄉,共和村,否,2013/1/11 下午 12:00:00
1001008001-C-00016,蒜頭加油站男廁,六腳鄉蒜頭村1-15號,經濟部,台灣中油股份有限公司,台灣中油股份有限公司,05-3802944,2008/11/24 上午 12:00:00,2013/11/27 上午 11:41:00,23.49680892,120.2938271,特優級,特優級,啟用,公廁,加油站,10010,1001008,1001008001,嘉義縣,六腳鄉,蒜頭村,否,2013/11/27 上午 11:47:00
1001008001-C-00017,蒜頭加油站女廁,嘉義縣六腳鄉蒜頭村一之一五號,經濟部,台灣中油股份有限公司,台灣中油股份有限公司,05-3802944,2010/8/25 上午 10:26:00,2010/8/25 上午 10:26:00,23.49607426,120.2933836,特優級,特優級,啟用,公廁,加油站,10010,1001008,1001008001,嘉義縣,六腳鄉,蒜頭村,否,2010/8/30 上午 08:42:00
1001008001-E-00011,蒜頭市場,六腳鄉蒜頭村111號,縣市政府,六腳鄉公所,六腳鄉公所,05-3801121,2008/11/24 上午 12:00:00,2008/11/24 上午 12:00:00,23.49323,120.29214,優等級,特優級,啟用,公廁,市場,10010,1001008,1001008001,嘉義縣,六腳鄉,蒜頭村,否,2013/1/11 下午 12:00:00
1001008001-L-00001,統一超商蒜頭門市,嘉義縣六腳鄉蒜頭村蒜頭村一之一八號,,統一超商股份有限公司,統一超商股份有限公司,05-3803410,2012/8/22 上午 11:08:00,2012/8/22 上午 11:05:00,23.49129556,120.2926147,優等級,特優級,啟用,公廁,超市,10010,1001008,1001008001,嘉義縣,六腳鄉,蒜頭村,否,2013/1/11 下午 12:00:00
1001008001-T-00010,六嘉國中南棟1F男廁,嘉義縣六腳鄉蒜頭村樹仁路1號,教育部,,六嘉國中,05-3801215,2010/10/27 上午 10:40:00,2010/10/27 上午 10:40:00,23.50618865,120.2847147,優等級,特優級,啟用,公廁,各級機關學校,10010,1001008,1001008001,嘉義縣,六腳鄉,蒜頭村,否,2013/1/11 下午 12:00:00
1001008001-T-00011,六嘉國中南棟1F女廁,嘉義縣六腳鄉蒜頭村樹仁路1號,教育部,,六嘉國中,05-3801215,2010/10/27 上午 10:42:00,2010/10/27 上午 10:42:00,23.50614929,120.2771187,優等級,特優級,啟用,公廁,各級機關學校,10010,1001008,1001008001,嘉義縣,六腳鄉,蒜頭村,否,2010/11/1 下午 04:17:00
1001008001-T-00012,六嘉國中南棟1F殘廁,嘉義縣六腳鄉蒜頭村樹仁路1號,教育部,,六嘉國中,05-3801215,2010/10/27 上午 10:45:00,2010/10/27 上午 10:45:00,23.50579511,120.2787066,特優級,特優級,啟用,公廁,各級機關學校,10010,1001008,1001008001,嘉義縣,六腳鄉,蒜頭村,否,2013/1/11 下午 12:00:00
1001008001-T-00013,六嘉國中南棟1F特教班男廁,嘉義縣六腳鄉蒜頭村樹仁路1號,教育部,,六嘉國中,05-3801215,2010/10/27 上午 10:53:00,2010/10/27 上午 10:53:00,23.5057164,120.2788782,優等級,特優級,啟用,公廁,各級機關學校,10010,1001008,1001008001,嘉義縣,六腳鄉,蒜頭村,否,2010/11/1 下午 04:22:00
1001008001-T-00014,六嘉國中南棟1F特教班女廁,嘉義縣六腳鄉蒜頭村樹仁路1號,教育部,,六嘉國中,05-3801215,2010/10/27 上午 10:56:00,2010/10/27 上午 10:56:00,23.5072512,120.2780628,優等級,特優級,啟用,公廁,各級機關學校,10010,1001008,1001008001,嘉義縣,六腳鄉,蒜頭村,否,2010/11/1 下午 04:24:00
1001008001-T-00015,六嘉國中南棟2F男廁,嘉義縣六腳鄉蒜頭村樹仁路1號,教育部,,六嘉國中,05-3801215,2010/10/27 上午 11:01:00,2015/12/24 上午 11:13:00,23.50563769,120.2760458,特優級,特優級,啟用,公廁,各級機關學校,10010,1001008,1001008001,嘉義縣,六腳鄉,蒜頭村,否,2015/12/24 上午 11:13:00
1001008001-T-00016,六嘉國中南棟2F女廁,嘉義縣六腳鄉蒜頭村樹仁路1號,教育部,,六嘉國中,05-3801215,2010/10/27 上午 11:02:00,2010/10/27 上午 11:02:00,23.50654283,120.2777624,特優級,特優級,啟用,公廁,各級機關學校,10010,1001008,1001008001,嘉義縣,六腳鄉,蒜頭村,否,2010/11/1 下午 04:31:00
1001008001-T-00017,六嘉國中南棟3F男廁,嘉義縣六腳鄉蒜頭村樹仁路1號,教育部,,六嘉國中,05-3801215,2010/10/27 上午 11:14:00,2010/10/27 上午 11:14:00,23.50658219,120.2769899,特優級,特優級,啟用,公廁,各級機關學校,10010,1001008,1001008001,嘉義縣,六腳鄉,蒜頭村,否,2010/11/1 下午 04:34:00
1001008001-T-00018,六嘉國中南棟3F女廁,嘉義縣六腳鄉蒜頭村樹仁路1號,教育部,,六嘉國中,05-3801215,2010/10/27 上午 11:17:00,2010/10/27 上午 11:17:00,23.50677896,120.2778053,優等級,特優級,啟用,公廁,各級機關學校,10010,1001008,1001008001,嘉義縣,六腳鄉,蒜頭村,否,2010/11/1 下午 04:36:00
1001008001-T-00410,蒜頭國民小學,嘉義縣六腳鄉蒜頭村188號,教育部,,教育處,05-3802025,2009/5/14 下午 03:23:00,2009/5/14 下午 03:23:00,23.49405719,120.2929705,優等級,特優級,啟用,公廁,各級機關學校,10010,1001008,1001008001,嘉義縣,六腳鄉,蒜頭村,否,2013/1/11 下午 12:00:00
1001008001-U-00001,六腳鄉圖書館男廁,嘉義縣六腳鄉蒜頭村73號,縣市政府,六腳鄉圖書館,六腳鄉公所,05-3800607,2009/5/20 上午 09:36:00,2014/11/24 下午 05:37:00,23.4942,120.2908,優等級,特優級,啟用,公廁,各級社教機關,10010,1001008,1001008001,嘉義縣,六腳鄉,蒜頭村,否,2014/11/24 下午 05:36:00
1001008001-U-00002,六腳鄉圖書館女廁,嘉義縣六腳鄉蒜頭村73號,縣市政府,六腳鄉圖書館,六腳鄉公所,05-3800607,2009/5/20 上午 09:37:00,2014/11/24 下午 05:37:00,23.4942,120.2908,優等級,特優級,啟用,公廁,各級社教機關,10010,1001008,1001008001,嘉義縣,六腳鄉,蒜頭村,否,2014/11/24 下午 05:37:00
1001008001-Y-00017,六腳鄉衛生所男廁,嘉義縣六腳鄉蒜頭村蒜頭七三之一號,縣市政府,,嘉義縣衛生局,05-3802016,2010/8/25 上午 11:04:00,2010/8/25 上午 11:04:00,23.49340778,120.2916428,特優級,特優級,啟用,公廁,公家機關設置供民眾使用者,10010,1001008,1001008001,嘉義縣,六腳鄉,蒜頭村,否,2010/8/30 上午 09:04:00
1001008001-Y-00018,六腳鄉衛生所女廁,嘉義縣六腳鄉蒜頭村蒜頭七三之一號,縣市政府,,嘉義縣衛生局,05-3802016,2010/8/25 上午 11:06:00,2010/8/25 上午 11:06:00,23.49340286,120.2916187,特優級,優等級,啟用,公廁,公家機關設置供民眾使用者,10010,1001008,1001008001,嘉義縣,六腳鄉,蒜頭村,否,2010/8/30 上午 09:08:00
1001008001-Y-00019,六腳鄉公所男廁,嘉義縣六腳鄉蒜頭村73號,縣市政府,六腳鄉公所,六腳鄉公所,05-3801121,2009/5/20 上午 10:26:00,2009/5/20 上午 10:26:00,23.4942,120.2908,特優級,優等級,啟用,公廁,公家機關設置供民眾使用者,10010,1001008,1001008001,嘉義縣,六腳鄉,蒜頭村,否,2010/8/30 上午 09:10:00
1001008001-Y-00020,六腳鄉公所女廁,嘉義縣六腳鄉蒜頭村73號,縣市政府,六腳鄉公所,六腳鄉公所,05-3801121,2009/5/20 上午 10:27:00,2009/5/20 上午 10:27:00,23.4942,120.2908,特優級,特優級,啟用,公廁,公家機關設置供民眾使用者,10010,1001008,1001008001,嘉義縣,六腳鄉,蒜頭村,否,2010/8/30 上午 09:12:00
1001008003-X-00001,永安宮公廁男廁,嘉義縣六腳鄉蒜南村三九九號,,永安宮,永安宮管理委員會,05-3800747,2013/11/8 上午 08:56:00,2013/11/8 上午 08:41:00,23.48635269,120.2900791,特優級,特優級,啟用,公廁,寺廟教堂等宗教活動場所,10010,1001008,1001008003,嘉義縣,六腳鄉,蒜南村,否,2013/11/8 上午 08:55:00
