鄉(鎮市)別,寺廟名稱,主祀神佛像,教別,組織型態,寺廟地址,負責人姓名,登記證字號,電話,備註
六腳鄉,五安宮,薛王爺,道,管理人制,六腳鄉蒜頭村13鄰187之20號,黃明雄,嘉縣寺登補字第0206號,(05)3800026,
六腳鄉,龍旨宮,開聖帝公,道,管理委員會制,六腳鄉溪厝村5鄰溪墘厝44之1號,侯漢聰,嘉縣寺登補字第0214號,(05)3802458,
東石鄉,先天宮,五府千歲,道,管理委員會制,東石鄉東石村246號,吳森源,嘉縣寺登字第0244號,(05)3732543,
東石鄉,贊天宮,李王,道,管理委員會制,東石鄉猿樹村3鄰24號,吳安泰,嘉縣寺登字第0245號,(05)3732941,暫時管理人
東石鄉,萬善同居,陳主帥,道,管理人制,東石鄉塭港村1鄰204號,陳清河,嘉縣寺登字第0246號,(05)3732044,
東石鄉,福海宮,李府千歲,道,管理人制,東石鄉塭港村12鄰28號附1,黃順和,嘉縣寺登字第0247號,(05)3732069,暫時管理人
東石鄉,保安宮,邢王,道,管理人制,東石鄉塭港村2鄰,蔡龍溪,嘉縣寺登字第0248號,(05)3732537,
東石鄉,福安宮,五府千歲,道,管理委員會制,東石鄉型厝村10鄰109號,顏樹根,嘉縣寺登字第0249號,(05)3730901,
東石鄉,福靈宮,觀音佛祖,道,管理委員會制,東石鄉三家村8鄰73之3號,蕭天讚,嘉縣寺登字第0250號,(05)3732248,
東石鄉,永靈宮,李府千歲,道,管理委員會制,東石鄉永屯村5鄰43號,陳田,嘉縣寺登字第0251號,(05)3733469,
東石鄉,祝天宮,鄭成功,道,管理人制,東石鄉海埔村4鄰21號,曾金能,嘉縣寺登字第0252號,(05)3731322,暫時管理人
東石鄉,富安宮,五府千歲,道,管理人制,東石鄉副瀨村6鄰57號,李信德,嘉縣寺登字第0253號,(05)3732587,
東石鄉,慶福宮,金王爺,道,管理人制,東石鄉龍港村13鄰112號,林純金,嘉縣寺登字第0254號,(05)3733751,
東石鄉,壽天宮,張王,道,管理委員會制,東石鄉鰲鼓村2鄰鰲鼓4之2號,蔡春福,嘉縣寺登字第0255號,(05)3601189,
東石鄉,笨港口港口宮,天上聖母,道,管理委員會制,東石鄉港口村8鄰5號,張萬傳,嘉縣寺登字第0256號,(05)3601002,
東石鄉,松湖宮,五府千歲,道,管理人制,東石鄉蔦松村3鄰下蔦松44號,余仁聖,嘉縣寺登字第0257號,(05)3706733,
東石鄉,臥龍港代天府,李府千歲,道,管理委員會制,東石鄉洲仔村4鄰14號之1,陳弘欽,嘉縣寺登字第0260號,(05)3706841,
東石鄉,福安宮,池府千歲,道,管理委員會制,東石鄉東崙村5鄰24號,王太山,嘉縣寺登字第0261號,(05)3450940,
東石鄉,靈慈宮,開台聖王,道,管理人制,東石鄉西崙村4鄰栗子崙97號,鄭世忠,嘉縣寺登字第0262號,(05)3451376,
東石鄉,圓明寺,釋迦佛祖,佛,管理人制,東石鄉塭仔村3鄰69號,陳寶貴,嘉縣寺登字第0263號,(05)3454681,
東石鄉,慈安宮,五府千歲,道,管理人制,東石鄉塭仔村5鄰48號,顏長春,嘉縣寺登字第0264號,(05)3450330,
東石鄉,九龍江廟,三千歲,道,管理委員會制,東石鄉掌潭村9鄰白水湖47號附1,蔡清河,嘉縣寺登字第0265號,(05)3451970,
東石鄉,保安宮,邢王爺,道,管理委員會制,東石鄉掌潭村3鄰掌潭34號,江進昌,嘉縣寺登字第0266號,,
東石鄉,鎮安宮,盧府千歲,道,管理委員會制,東石鄉網寮村10鄰32號,蔡金龍,嘉縣寺登字第0267號,(05)3451273,
東石鄉,聖金壇,天上聖母,道,管理人制,東石鄉網寮村1鄰3之2號,陳山明,嘉縣寺登字第0268號,(05)3454397,暫時管理人
東石鄉,臨水宮,三奶夫人,道,管理人制,東石鄉東石村20鄰黎明5號,黃茂彰,嘉縣寺登字第0269號,(05)3733252,
東石鄉,安龍府,張府九千歲,道,管理委員會制,東石鄉頂揖村1鄰13之3號,郭曾水錦,嘉縣寺登字第0446號,(05)3602199,
東石鄉,雲龍宮,池府千歲,道,管理人制,東石鄉頂子寮頂揖小段172號,林興福,嘉縣寺登補字第0072號,(05)3601056,
東石鄉,清德寺,觀音佛祖,佛,管理人制,東石鄉港墘村1鄰102號,李旺根,嘉縣寺登補字第0073號,(05)3798688,
東石鄉,國姓廟,延平郡王,道,管理人制,東石鄉猿樹村4鄰35之2號,吳安泰,嘉縣寺登補字第0075號,(05)3732941,暫時管理人
東石鄉,建安宮,邢天王爺,道,管理委員會制,東石鄉下揖子寮段176之2號,林春彰,嘉縣寺登補字第0076號,(05)3601465,
東石鄉,福安宮,溫府千歲,道,管理人制,東石鄉溪下村10鄰1號,曾金成,嘉縣寺登補字第0077號,(05)3601923,
東石鄉,雲棲淨苑,釋迦牟尼佛,佛,管理人制,東石鄉猿樹村1鄰6之7號,張美蓮,嘉縣寺登補字第0114號,(05)3732910,
東石鄉,慈娘應堂,慈聖媽,道,管理委員會制,東石鄉下揖子寮段下揖小段181地號,林興福,嘉縣寺登補字第0115號,(05)3601056,
東石鄉,福安宮,淵府千歲,道,管理委員會制,東石鄉塭仔村13鄰5號,吳龍水,嘉縣寺登補字第0134號,(05)3454522,
東石鄉,忠義佛堂,明明上帝,一貫道,管理委員會制,東石鄉副瀨村171之1號,李興嘉,嘉縣寺登補字第0149號,(05)3730341,暫時管理人
東石鄉,后山宮,天上聖母,道,管理人制,東石鄉型厝村山寮3鄰,高銘志,嘉縣寺登補字第0196號,(05)3730257,
東石鄉,三法宮,太上老君,道,管理人制,東石鄉下揖村14鄰67之2號,李振宏,嘉縣寺登補字第0199號,(05)3601292,
東石鄉,普濟寺,南無佛掱觀世音菩薩,佛,管理人制,東石鄉三家村5號之8,謝蕭玉珠,嘉縣寺登補字第0205號,(05)3730237,
東石鄉,遊天宮,刑府千歲,道,管理委員會制,東石鄉永屯村1鄰屯子頭8號附1,蔡嘉成,嘉縣寺登補字第0222號,(05)3730590,
東石鄉,正義公祠,正義公,道,管理人制,東石鄉東崙村3鄰,黃世明,嘉縣寺登補字第0234號,(05)3452800,
東石鄉,大眾爺廟,大眾爺,道,管理人制,東石鄉掌潭村11鄰白水湖27號附9,呂忠財,嘉縣寺登補字第0236號,(05)3453323,
東石鄉,奉安宮,劉府元帥,道,管理人制,東石鄉掌潭村7鄰白水湖11號附1,蕭福,嘉縣寺登補字第0237號,(05)3453323,
東石鄉,保安宮,吳府三千歲,道,管理人制,東石鄉型厝村11鄰136號,張金國,嘉縣寺登補字第0254號,(05)3734808,
義竹鄉,保安宮,池府千歲,道,管理人制,義竹鄉頭竹村6鄰70號,黃文道,嘉縣寺登字第0271號,,
義竹鄉,慶安宮,李府千歲,道,管理委員會制,義竹鄉頭竹村21鄰13號,黃丁河,嘉縣寺登字第0272號,,
義竹鄉,保安宮,岳飛元帥,道,管理人制,義竹鄉五厝村2鄰81號,顏振隆,嘉縣寺登字第0273號,,
義竹鄉,博安宮,五府千歲,道,管理人制,義竹鄉中平村9鄰28號,百秋潭,嘉縣寺登字第0274號,,
義竹鄉,保安宮,五府千歲,道,管理人制,義竹鄉平溪村5鄰68號,陳良雄,嘉縣寺登字第0275號,(05)3426881,暫時管理人
義竹鄉,嘉應宮,九龍三公,道,管理人制,義竹鄉北華村9鄰101號,周來順,嘉縣寺登字第0276號,(05)3417387,
義竹鄉,紹徽宮,五府千歲,道,管理委員會制,義竹鄉新店村4鄰38號,丁山川,嘉縣寺登字第0277號,(05)3426189,
義竹鄉,福安宮,李府千歲,道,管理人制,義竹鄉東過村9鄰98號,邱嘉榮,嘉縣寺登字第0278號,(05)3437521,
義竹鄉,千歲宮,池府千歲,道,管理委員會制,義竹鄉西過村15鄰305號,施崇琦,嘉縣寺登字第0279號,(05)3437848,
義竹鄉,朝天宮,李府千歲,道,管理人制,義竹鄉西過村10鄰350號,康英文,嘉縣寺登字第0280號,,
義竹鄉,保安宮,李府千歲,道,管理委員會制,義竹鄉西過村2鄰491號,郭文雄,嘉縣寺登字第0281號,(05)3437137,
義竹鄉,武聖廟,文衡聖帝,道,管理人制,義竹鄉官順村8鄰309號,郭清和,嘉縣寺登字第0282號,(05)3436029,
義竹鄉,保安宮,李府千歲,道,管理人制,義竹鄉新富村5鄰44號,黃德義,嘉縣寺登字第0283號,(05)3415711,暫時管理人
義竹鄉,德興寺,觀音佛祖,佛,管理委員會制,義竹鄉東光村9鄰169號,趙榮村,嘉縣寺登字第0284號,(05)3421394,
義竹鄉,福德爺廟,福德正神,道,管理人制,義竹鄉東光村12鄰新庄9號,翁棋清,嘉縣寺登字第0285號,,
義竹鄉,龍興廟,五府千歲,道,管理人制,義竹鄉龍蛟村2鄰14號,陳復茂,嘉縣寺登字第0286號,(05)3411464,
義竹鄉,財團法人台灣省嘉義縣義竹鄉普照寺,釋迦牟尼佛,佛,財團法人制,義竹鄉龍蛟村10鄰184號,蔡真,嘉縣寺登字第0287號,(05)3412766,
義竹鄉,義竹修緣禪寺,濟公活佛,佛,管理委員會制,義竹鄉六桂村17鄰245之10號,蔡皆得,嘉縣寺登字第0288號,(05)3412144,
義竹鄉,慈化寺,安溪董公真人,佛,管理人制,義竹鄉六桂村220之1號,翁榮全,嘉縣寺登字第0289號,(05)3412204,
義竹鄉,中興宮,五府千歲,道,管理委員會制,義竹鄉中平村3鄰50號,顏老添,嘉縣寺登字第0290號,(05)3412446,
義竹鄉,代天院,五府千歲,道,管理人制,義竹鄉五厝村8鄰18之1號,顏錫佳,嘉縣寺登字第0444號,(05)3412649,
義竹鄉,萬善堂,萬善爺,道,管理人制,義竹鄉過路子段過路小段11號,蘇炎仙,嘉縣寺補登字第0078號,(05)3416110,
義竹鄉,松府元帥廟,松府元帥,道,管理人制,義竹鄉頭竹村23號,李國棟,嘉縣寺補登字第0079號,,
義竹鄉,忠義元帥廟,四十九公,道,管理人制,義竹鄉埤前村12鄰三??2附3號,邱光輝,嘉縣寺補登字第0080號,,
義竹鄉,福德宮,福德正神,道,管理人制,義竹鄉溪洲村11鄰31號,柯永良,嘉縣寺補登字第0081號,,
義竹鄉,鎮安宮,五府千歲,道,管理委員會制,義竹鄉後鎮村2鄰17之1號,黃茂盛,嘉縣寺補登字第0136號,(05)3427243,
義竹鄉,鳳山宮,廣澤尊王,道,管理委員會制,義竹鄉溪洲村7鄰下溪洲20號之2,陳賢擇,嘉縣寺補登字第0140號,(05)3420541,
義竹鄉,民和三三三原靈草屋宮,觀音大士,道,管理委員會制,義竹鄉新富村牛稠底36之1號,黃元池,嘉縣寺登補字第0191號,(05)3417649,
義竹鄉,田都府,田都元帥,道,管理委員會制,義竹鄉岸腳村50號,翁金明,嘉縣寺登補字第0226號,(05)3411879,
義竹鄉,竹禪寺,妮聖娘娘,道,管理委員會制,義竹鄉六桂村207之1號,洪李妹孌,嘉縣寺登補字第0238號,(05)3415402,
鹿草鄉,明安宮,邢王爺,道,管理人制,鹿草鄉豐稠村3鄰海豐21之1號,柯朝宗,嘉縣寺登字第0291號,(05)3753355,
鹿草鄉,城隍廟,城隍爺,道,管理委員會制,鹿草鄉重寮村17鄰96號,林雅標,嘉縣寺登字第0292號,(05)3752005,
鹿草鄉,華封堂,里主尊王,道,管理委員會制,鹿草鄉施家村10鄰41號,施青宏,嘉縣寺登字第0293號,(05)3751585,
鹿草鄉,雲龍宮,五府千歲,道,管理委員會制,鹿草鄉光潭村6鄰181號,吳政哲,嘉縣寺登字第0294號,(05)3651042,
鹿草鄉,義德堂,本師釋迦牟佛,佛,管理人制,鹿草鄉光潭村15鄰253之1號,沈彩鳳,嘉縣寺登字第0295號,(05)3651926,暫時管理人
鹿草鄉,慈德寺,清水祖師公,佛,管理人制,鹿草鄉松竹村4鄰33號,林金聲,嘉縣寺登字第0296號,(05)3650966,
鹿草鄉,保安宮,五府千歲,道,管理委員會制,鹿草鄉竹山村193號,蔡鴻章,嘉縣寺登字第0297號,(05)3650270,
鹿草鄉,廣福宮,三山國王,道,管理委員會制,鹿草鄉竹山村龜佛山11號,劉得,嘉縣寺登字第0298號,(05)3650076,
鹿草鄉,樹德宮,陳聖王,道,管理委員會制,鹿草鄉後堀村14鄰105號,陳榮華,嘉縣寺登字第0299號,(05)3751673,
鹿草鄉,開天宮,開天聖帝,道,管理委員會制,鹿草鄉三角村11鄰109號,黃國寶,嘉縣寺登字第0300號,(05)3752192,
鹿草鄉,鐘福宮,五府千歲,道,管理委員會制,鹿草鄉三角村21鄰毛蟹行14號,陳水龍,嘉縣寺登字第0301號　　　,(05)3751678,
鹿草鄉,順天宮,天上聖母,道,管理委員會制,鹿草鄉下麻村5鄰麻豆店5號之16,劉嘉南,嘉縣寺登字第0302號,(05)3752588,
鹿草鄉,慈雲寺,觀音佛祖,佛,管理人制,鹿草鄉下麻村7鄰頂半天10號,張燦興,嘉縣寺登字第0303號,(05)3753161,暫時管理人
鹿草鄉,碧潭龍湖宮,三代浮佛,佛,管理委員會制,鹿草鄉碧潭村6鄰18號,王榮裕,嘉縣寺登字第0304號,(05)3651064,
鹿草鄉,余慈廟,余慈爺公,道,管理人制,鹿草鄉後寮村8鄰60之1號,施榮樹,嘉縣寺登字第0305號,(05)3752559,暫時管理人
鹿草鄉,永泰宮,法主公聖君,道,管理委員會制,鹿草鄉後寮村4鄰24號,汪聯第,嘉縣寺登字第0306號,(05)3755018,
鹿草鄉,泰安宮,五谷聖帝,道,管理委員會制,鹿草鄉鹿東村8鄰227號,陳鴻飛,嘉縣寺登字第0307號,(05)3750220,
鹿草鄉,圓山宮,王孫大使,道,管理委員會制,鹿草鄉西井村1鄰150號,陳正一,嘉縣寺登字第0308號,(05)3751033,
鹿草鄉,新安宮,保生大帝,道,管理委員會制,鹿草鄉鹿東村9鄰24之3號,楊崑,嘉縣寺登字第0309號,(05)3751831,
鹿草鄉,保安宮,邢府千歲,道,管理人制,鹿草鄉豐稠村9鄰馬稠後19號,許俊明,嘉縣寺登字第0310號　　　,(05)3622898,
鹿草鄉,開山宮,開台尊王,道,管理委員會制,鹿草鄉鹿草段395地號,陳黎城,嘉縣寺登補字第0168號,(05)3751788,
鹿草鄉,開臺聖王府,鄭成功,道,管理人制,鹿草鄉松竹村竹子腳144號附1,鄭崑德,嘉縣寺登補字第0170號,(05)3651395,
鹿草鄉,萬善相公,萬善相公,道,管理人制,鹿草鄉鹿草小段1007地號,陳王麗娥,嘉縣寺登補字第0200號,(05)3755385,
鹿草鄉,慈善宮,大寮伯,道,管理人制,鹿草鄉鹿草段1192之4地號,陳金聲,嘉縣寺登補字第0202號,(05)3753421,
鹿草鄉,南天聖道院,天德聖母,一貫道,管理委員會制,鹿草鄉豐稠村6鄰馬稠後4之1號,甘水泉,嘉縣寺登補字第0203號,(05)3623700,
水上鄉,璿宿上天宮,天上聖母,道,管理委員會制,水上鄉水上村5鄰中和路233號,賴天源,嘉縣寺登字　第0311號,(05)2686116,
水上鄉,奉安宮,城隍爺,道,管理委員會制,水上鄉水上村9鄰外林21號,蔡塗城,嘉縣寺登字　第0312號,(05)2681379,
水上鄉,保安宮,保生大帝,道,管理委員會制,水上鄉水上村6鄰店興街152巷16號,賴奕麟,嘉縣寺登字　第0313號,(05)2684850,
水上鄉,三主宮,五年王,道,管理人制,水上鄉水頭村10鄰2之3號,吳龍海,嘉縣寺登字　第0314號,(05)2681478,
水上鄉,褔安宮,三姓尊王,道,管理委員會制,水上鄉水頭村14鄰吳竹街38號,邱英泰,嘉縣寺登字　第0315號,(05)2683621,
水上鄉,進興宮,謝府元帥,道,管理人制,水上鄉大堀村2鄰大堀尾12號,黃三倧,嘉縣寺登字　第0316號,(05)2681662,
水上鄉,新興宮,神農聖帝,道,管理委員會制,水上鄉大崙村18鄰49號,葉海謀,嘉縣寺登字第0317號,(05)3715711,
水上鄉,德圓宮,神農帝君,道,管理委員會制,水上鄉大崙村17鄰二重溝12號,呂清山,嘉縣寺登字　第0318號,(05)3712380,
水上鄉,三界公廟,三官大帝,道,管理委員會制,水上鄉粗溪村10鄰巷口47號,魏德山,嘉縣寺登字　第0319號,(05)2681597,
水上鄉,關帝廟,關帝爺,道,管理委員會制,水上鄉粗溪村8鄰119號,黃寶珍,嘉縣寺登字　第0320號,(05)2685612,暫時管理人
水上鄉,正興寺,觀音佛祖,佛,管理委員會制,水上鄉下寮村5鄰49號,陳俊安,嘉縣寺登字　第0321號,(05)2356584,
水上鄉,星拱殿,玄天上帝,道,管理人制,水上鄉下寮村3鄰鴿溪寮24號,蕭清坤,嘉縣寺登字第0322號,(05)2356378,
水上鄉,合興宮,城隍爺,道,管理人制,水上鄉三和村4鄰20號,曾照國,嘉縣寺登字第0323號,(05)2357003,
水上鄉,竹安寺,觀音佛祖,佛,管理委員會制,水上鄉三和村6鄰頂寮14號,魏桃宜,嘉縣寺登字第0324號,(05)2853919,
水上鄉,義神廟,帥爺,道,管理人制,水上鄉三和村8號,曾照國,嘉縣寺登字第0325號,(05)2357506,
水上鄉,靈應公義士廟,靈應公,道,管理委員會制,水上鄉三鎮村8鄰三鎮路53號,黃能通,嘉縣寺登字第0326號,(05)2682801,
水上鄉,新發寺,觀音佛祖,佛,管理委員會制,水上鄉南和村8鄰南靖11號,陳文良,嘉縣寺登字第0327號,(05)2681794,
水上鄉,協天宮,關帝爺,道,管理委員會制,水上鄉南和村9鄰後寮8號,林國龍,嘉縣寺登字第0328號　　　,(05)2682136,
水上鄉,龍德宮,謝府元帥,道,管理人制,水上鄉龍德村1鄰10號,王三,嘉縣寺登字第0329號,(05)2684982,
水上鄉,龍山寺,池府千歲,道,管理人制,水上鄉大堀村12鄰頂過溝19號,黃啟長,嘉縣寺登字第0330號,(05)2683310,暫時管理人
水上鄉,溪安宮,山西夫子,道,管理委員會制,水上鄉溪洲村11鄰92號,葉永燦,嘉縣寺登字第0331號,(05)2680303,
水上鄉,苦竹寺,觀音佛祖,佛,管理委員會制,水上鄉柳林村5鄰柳子林45號,黃義坤,嘉縣寺登字第0332號,(05)2683308,
水上鄉,千光寺,釋迦牟尼佛,佛,管理人制,水上鄉柳鄉村176之6號,童麗珍,嘉縣寺登字第0333號,(05)2682241,
水上鄉,仁安宮,玄天上帝,道,管理委員會制,水上鄉內溪村4鄰內溪47號,黃文正,嘉縣寺登字第0334號,(05)2686585,
水上鄉,震南宮,關聖帝君,道,管理委員會制,水上鄉內溪村7鄰13號,黃柏林,嘉縣寺登字第0335號,(05)2685654,
水上鄉,褔德爺,媽祖,道,管理委員會制,水上鄉寬士村9鄰29號,羅履廷,嘉縣寺登字第0336號,(05)2350751,
水上鄉,法雨寺,釋迦牟尼佛,佛,管理人制,水上鄉寬士村10鄰崎子頭30號,陳淑滿,嘉縣寺登字第0337號,(05)2352826,
水上鄉,千歲宮,觀音佛祖,佛,管理人制,水上鄉忠和村6鄰紅毛寮10號,郭進福,嘉縣寺登字第0338號,(05)2891687,
水上鄉,半月中庄普竹寺,觀音佛祖,佛,管理人制,水上鄉中庄村14鄰中庄11號,陳武秋,嘉縣寺登字第0339號,(05)2890012,
水上鄉,武忠宮,玄天上帝爺,道,管理委員會制,水上鄉忠和村3鄰檳榔樹角17號,余銘地,嘉縣寺登字第0340號,(05)2890751,
水上鄉,鎮北宮,張姑婆媽,道,管理委員會制,水上鄉義興村2鄰57號,王清涼,嘉縣寺登字第0341號,(05)2890381,
水上鄉,寶豐宮,媽祖,道,管理委員會制,水上鄉南鄉村76號,李健祿,嘉縣寺登字第0342號,(05)2890779,
水上鄉,三祝宮,天上聖母,道,管理委員會制,水上鄉三界村9鄰196號,羅相槿,嘉縣寺登字第0343號,(05)2398205,
水上鄉,白鶴寺,觀世音菩薩,佛,管理人制,水上鄉國姓村9鄰三界埔36號,蔡火明,嘉縣寺登字第0344號,(05)2395903,
水上鄉,靈應公廟,靈應公,道,管理委員會制,水上鄉柳鄉村1鄰柳子林191號,高世玉,嘉縣寺登字第0345號,(05)2682306,
水上鄉,德興宮,五谷聖帝,道,管理人制,水上鄉塗溝村3鄰頂塗溝18之1號,盧永露,嘉縣寺登字第0346號,(05)3712624,
水上鄉,義民廟,義民三公,道,管理人制,水上鄉大崙村48之5號,葉海謀,嘉縣寺登字第0347號,(05)3715711,
水上鄉,紫華宮,觀音佛祖,道,管理人制,水上鄉國姓村5鄰三界埔5之2號,莊龍鬚,嘉縣寺登字第0348號,(05)2397522,
水上鄉,奉蓮宮,呂仙祖,道,管理委員會制,水上鄉三界村三界埔138之2號,康南村,嘉縣寺登字第0349號,(05)2398947,
水上鄉,君璉堂,天上聖母,道,管理委員會制,水上鄉龍德村5鄰十一指厝53之6號2樓,陳水茂,嘉縣寺登字第0437號,(05)2680908,
水上鄉,靜德寺,釋迦牟尼佛,佛,管理人制,水上鄉三界村218號,吳國本,嘉縣寺登字第0439號,(05)2300839,
水上鄉,妙蓮禪寺,三寶佛,佛,執事會制,水上鄉義興村8鄰下菜園15之1號,吳金燕,嘉縣寺登字第0454號,(05)2890542,
水上鄉,南天宮,玄天上帝,道,管理委員會制,水上鄉塗溝村7鄰下塗溝47之1號,劉武雄,嘉縣寺登字第0459號,(05)3712624,
水上鄉,萬善堂,萬善公,道,管理人制,水上鄉水頭村10鄰新進街62巷12弄8號,林亮平,嘉縣寺登補字第0088號,(05)2682037,
水上鄉,民生村福德宮,土地公,道,管理委員會制,水上鄉民生村1鄰忠孝街1之1號,林彥?,嘉縣寺登補字第0089號,(05)2836998,
水上鄉,義民公正廟,義民公,道,管理人制,水上鄉粗溪村13鄰巷口55之3號,魏德山,嘉縣寺登補字第0090號,(05)2681502,
水上鄉,協安宮,大伯爺,道,管理委員會制,水上鄉國姓村11鄰三界埔113號,徐文燦,嘉縣寺登補字第0093號,(05)2395083,
水上鄉,後寮大眾爺廟,大眾爺,道,管理人制,水上鄉南和村15鄰後寮62號,林國龍,嘉縣寺登補字第0096號,(05)2684729,
水上鄉,奉天宮濟公廟,濟公活佛,道,管理委員會制,水上鄉寬士村25鄰崎子頭736之1號,林香滿,嘉縣寺登補字第0097號,(05)2352649,
水上鄉,大將爺廟,大將爺,道,管理委員會制,水上鄉水上村1鄰市政街5號,許?,嘉縣寺登補字第0098號,(05)2689280,
水上鄉,文應宮,保生大帝,道,管理委員會制,水上鄉水頭村13鄰吳竹街18巷35號,吳慶和,嘉縣寺登補字第0135號,(05)2682946,
水上鄉,永順宮,玄天上帝,道,管理人制,水上鄉國姓村8鄰三界埔45號,張松隆,嘉縣寺登補字第0143號,(05)2396743,
水上鄉,興一講堂,明明上帝,一貫道,管理委員會制,水上鄉三界村13鄰三界埔347之7號,劉明松,嘉縣寺登補字第0163號,(05)2398323,
水上鄉,聖安宮,天上聖母,道,管理委員會制,水上鄉柳鄉村柳子林192之45號附1,陳逢財,嘉縣寺登補字第0164號,(05)2601108,
水上鄉,順聖宮,天上聖母,道,管理委員會制,水上鄉三和村2鄰新厝仔127之3號,呂建松,嘉縣寺登補字第0187號,(05)2357734,
水上鄉,忠興宮,中壇元帥,道,管理委員會制,水上鄉中庄村12鄰中庄296附1號,闕文燦,嘉縣寺登補字第0231號,(05)2890579,
水上鄉,明德聖堂,明明上帝,一貫道,管理委員會制,水上鄉大堀村2鄰大堀尺12之12號,陳錦慶,嘉縣寺登補字第0244號,(05)2688639,
水上鄉,福德宮,福德正神,道,管理人制,水上鄉柳林村4鄰柳子林20號之8附1,魏志煌,嘉縣寺登補字第0262號,(05)2605775,
水上鄉,隆山宮,太上老君,道,管理人制,水上鄉三和村巷口36之1號,陳南光,嘉縣寺登補字第0263號,(05)2866172,
中埔鄉,鎮安宮,林府千歲,道,管理委員會制,中埔鄉中埔村4鄰19之1號,袁美男,嘉縣寺登字第0350號,(05)2531960,
中埔鄉,德雲寺,觀音佛祖,佛,管理人制,中埔鄉社口村5鄰內埔43號,沈茂源,嘉縣寺登字第0352號,(05)2535126,
中埔鄉,吳鳳廟,吳鳳公,道,管理委員會制,中埔鄉社口村23鄰社口1之3號,李碧菁,嘉縣寺登字第0353號,(05)2533321,
中埔鄉,白雲寺,觀音佛祖,佛,管理人制,中埔鄉頂埔村1鄰橫坑1號,黃金葉,嘉縣寺登字第0354號,(05)2531245,
中埔鄉,能仁寺,釋迦牟尼佛,佛,管理人制,中埔鄉鹽館村1鄰溪洲仔5號,林連照,嘉縣寺登字第0355號,(05)2531364,
中埔鄉,清山寺,觀音佛祖,道,管理人制,中埔鄉鹽館村9鄰下庄仔7號,曾茂松,嘉縣寺登字第0356號,(05)2531750,
中埔鄉,震安宮,玄天上帝,道,管理委員會制,中埔鄉頂埔村8鄰11號,羅健志,嘉縣寺登字第0357號,(05)2535600,
中埔鄉,護生宮,岑府大使,道,管理人制,中埔鄉富收村9鄰庄內4號,謝石榮,嘉縣寺登字第0358號,(05)2395645,暫時管理人
中埔鄉,開天保安宮,開天聖帝,道,管理人制,中埔鄉和睦村14鄰公館22號,蕭金財,嘉縣寺登字第0359號,(05)2392336,
中埔鄉,紫熙寺,觀音佛祖,佛,管理人制,中埔鄉瑞豐村7鄰崁腳43附1號,游土水,嘉縣寺登字第0360號,(05)2533544,
中埔鄉,赫隆寺,觀世音,佛,管理委員會制,中埔鄉石?村15鄰石?45附3號,陳志賢,嘉縣寺登字第0361號,(05)2535648,暫時管理人
中埔鄉,達天宮,玄天上帝,道,管理委員會制,中埔鄉金蘭村3鄰16號,張國長,嘉縣寺登字第0362號,(05)2533869,
中埔鄉,仁天宮,五府千歲,道,管理委員會制,中埔鄉義仁村田寮仔14之2號,陳文堂,嘉縣寺登字第0363號,(05)2533231,
中埔鄉,順天宮,天上聖母,道,管理委員會制,中埔鄉沄水村11鄰竹頭崎19號,李陽發,嘉縣寺登字第0364號,(05)2531878,
中埔鄉,無極天仁宮,無極原始大天尊,道,管理委員會制,中埔鄉裕民村2鄰石頭厝20之11號,林欽嚮,嘉縣寺登字第0462號,(05)2538893,
中埔鄉,寂光寺,西方三聖,佛,執事會制,中埔鄉隆興村9鄰中正路480號,李玉治,嘉縣寺登字第0465號,(05)2536546,
中埔鄉,紫碧寺,觀世音菩薩,道,管理委員會制,中埔鄉和美村26鄰荷美路50號,黃禎祥,嘉縣寺登字第0470號,(05)2396515,
中埔鄉,紫竹寺,觀音佛祖,佛,管理委員會制,中埔鄉灣潭村10鄰5號,葉坤永,嘉縣寺登補字第0014號,(05)2534353,
中埔鄉,武安宮,康府千歲,道,管理人制,中埔鄉義仁村15鄰,梁德和,嘉縣寺登補字第0015號,(05)2532713,
中埔鄉,義仁萬善祠,萬善爺,道,管理委員會制,中埔鄉義仁村13鄰述頭埔段361地號,蕭興煌,嘉縣寺登補字第0016號,(05)2534296,暫時管理人
中埔鄉,開凰宮,池府千歲,道,管理委員會制,嘉義縣中埔鄉深坑村19鄰,朱坤山,嘉縣寺登補字第0017號,(05)2533647,
中埔鄉,金天宮,玄天上帝,道,管理人制,中埔鄉沄水村14鄰竹頭崎60號,陳成炤,嘉縣寺登補字第0018號　,(05)2531353,暫時管理人
中埔鄉,裕民紫竹寺,觀音佛祖,佛,管理委員會制,中埔鄉裕民村4鄰石頭厝41之3號,翁德謀,嘉縣寺登補字第0019號　,(05)2534701,
中埔鄉,聖天宮,關聖帝君,道,管理委員會制,中埔鄉和興村中華路305巷223號,劉守仁,嘉縣寺登補字第0020號,(05)2393356,
中埔鄉,中埔村萬善祠,萬善公,道,管理委員會制,中埔鄉中埔村15鄰(中埔段59之43號),劉茂是,嘉縣寺登補字第0021號,(05)2531590,
中埔鄉,萬善公廟,萬善公,道,管理委員會制,中埔鄉和睦村(和興段291地號),郭木枝,嘉縣寺登補字第0022號,(05)2395462,
中埔鄉,天南宮,觀音佛祖,道,管理委員會制,中埔鄉和睦村17鄰(和溪段103地號),陳永昌,嘉縣寺登補字第0023號,(05)2304716,暫時管理人
